title_id,title,subtopic,category,intent,difficulty,estimated_viral_potential,educational_value,trend_score,source_provider,keywords,suggested_duration,suggested_clip_count,content_strategy,duplicate_status
title_02c1f76fc3,Why Your Spot Looks Good But Produces Nothing,fishing mistakes,fishing,mistake_fix,beginner,0.597,0.82,0.42,seed_expansion,"why, your, spot, looks, good, but, produces, nothing",30,3,cinematic_narrative,unique
title_b723677656,How to Set the Hook Properly Every Time,casting technique,fishing,technique,beginner,0.597,0.82,0.42,seed_expansion,"how, to, set, the, hook, properly, every, time",30,3,instructional_fishing,unique
title_6f4d1a8260,The Casting Fix That Doubles Your Accuracy,casting technique,fishing,technique,beginner,0.597,0.82,0.42,seed_expansion,"the, casting, fix, that, doubles, your, accuracy",30,3,cinematic_narrative,unique
title_f59a733c84,Why Your Lure Lands Too Loud and Spooks Fish,casting technique,fishing,technique,beginner,0.597,0.82,0.42,seed_expansion,"why, your, lure, lands, too, loud, and, spooks",30,3,instructional_fishing,unique
title_b1af1ca342,How to Cast Under Overhangs Without Snagging,casting technique,fishing,technique,beginner,0.597,0.82,0.42,seed_expansion,"how, to, cast, under, overhangs, without, snagging",30,3,instructional_general,unique
title_0c475da2d3,The Roll Cast Trick for Tight Bank Fishing,casting technique,fishing,technique,beginner,0.597,0.82,0.42,seed_expansion,"the, roll, cast, trick, for, tight, bank, fishing",30,3,instructional_fishing,unique
title_47a794eaf3,What Your Backcast Is Doing Wrong,casting technique,fishing,technique,beginner,0.597,0.82,0.42,seed_expansion,"what, your, backcast, is, doing, wrong",30,3,cinematic_narrative,unique
title_b1551c708c,How to Pick Bait When Fish Are Being Picky,bait selection,fishing,explainer,intermediate,0.597,0.62,0.42,seed_expansion,"how, to, pick, bait, when, fish, are, being",30,3,instructional_fishing,unique
title_293f3ac2b1,Why Live Bait Outfishes Everything Some Days,bait selection,fishing,explainer,intermediate,0.597,0.62,0.42,seed_expansion,"why, live, bait, outfishes, everything, some, days",30,3,instructional_fishing,unique
title_8f89daa3a8,The Bait Switch That Saves a Slow Session,bait selection,fishing,explainer,intermediate,0.597,0.62,0.42,seed_expansion,"the, bait, switch, that, saves, a, slow, session",30,3,instructional_fishing,unique
title_f53a3e37f3,How to Match Bait Size to What Fish Are Eating,bait selection,fishing,explainer,intermediate,0.597,0.62,0.42,seed_expansion,"how, to, match, bait, size, what, fish, are",30,3,instructional_fishing,unique
title_817cc0967c,What Bait Color Means in Stained Water,bait selection,fishing,explainer,intermediate,0.597,0.62,0.42,seed_expansion,"what, bait, color, means, in, stained, water",30,3,instructional_fishing,unique
title_7d8ea21936,When to Downsize Bait and Actually Get Bites,bait selection,fishing,explainer,intermediate,0.597,0.62,0.42,seed_expansion,"when, to, downsize, bait, and, actually, get, bites",30,3,instructional_fishing,unique
title_47a9322ce4,How to Fish Deep Water Without Losing Your Lure,depth strategy,fishing,technique,intermediate,0.597,0.82,0.42,seed_expansion,"how, to, fish, deep, water, without, losing, your",30,3,instructional_fishing,unique
title_ca9b0fe07c,The Depth Rule That Finds Fish Faster on New Lakes,depth strategy,fishing,technique,intermediate,0.597,0.82,0.42,seed_expansion,"the, depth, rule, that, finds, fish, faster, on",30,3,instructional_fishing,unique
title_90eccb9741,Why Fish Move Shallow Then Vanish Again,depth strategy,fishing,technique,intermediate,0.597,0.82,0.42,seed_expansion,"why, fish, move, shallow, then, vanish, again",30,3,instructional_fishing,unique
title_a207e3953b,How to Count Down Lures to the Right Depth,depth strategy,fishing,technique,intermediate,0.597,0.82,0.42,seed_expansion,"how, to, count, down, lures, the, right, depth",30,3,instructional_fishing,unique
title_381975bea8,How to Read River Current for Better Casts,river fishing,fishing,how_to,intermediate,0.597,0.82,0.42,seed_expansion,"how, to, read, river, current, for, better, casts",30,3,instructional_fishing,unique
title_89641e4643,Why River Fish Hold Behind Small Obstacles,river fishing,fishing,how_to,intermediate,0.597,0.82,0.42,seed_expansion,"why, river, fish, hold, behind, small, obstacles",30,3,instructional_fishing,unique
title_beb82e54fd,How to Fish Fast River Flow Without Snags,river fishing,fishing,how_to,intermediate,0.597,0.82,0.42,seed_expansion,"how, to, fish, fast, river, flow, without, snags",30,3,instructional_fishing,unique
title_5d84d83857,How to Find Fish Fast in a New Lake,lake fishing,fishing,how_to,beginner,0.597,0.82,0.42,seed_expansion,"how, to, find, fish, fast, in, a, new",30,3,instructional_fishing,unique
title_1abdfb5984,The Structure Map Every Lake Angler Should Scan First,lake fishing,fishing,how_to,beginner,0.597,0.82,0.42,seed_expansion,"the, structure, map, every, lake, angler, should, scan",30,3,instructional_fishing,unique
title_12f36770e1,Why Lake Fish Move Shallow at Dawn,lake fishing,fishing,how_to,beginner,0.597,0.82,0.42,seed_expansion,"why, lake, fish, move, shallow, at, dawn",30,3,instructional_fishing,unique
title_c43e88a47b,The Boat-Free Strategy for Bank Fishing Big Lakes,lake fishing,fishing,how_to,beginner,0.597,0.82,0.42,seed_expansion,"the, boat, free, strategy, for, bank, fishing, big",30,3,instructional_fishing,unique
title_0e9d9407b3,How to Read Tide Timing for Better Sea Fishing,sea fishing,fishing,how_to,advanced,0.597,0.82,0.42,seed_expansion,"how, to, read, tide, timing, for, better, sea",30,3,instructional_fishing,unique
title_3a696bf173,The Ground Bait Trick for Consistent Sea Bites,sea fishing,fishing,how_to,advanced,0.597,0.82,0.42,seed_expansion,"the, ground, bait, trick, for, consistent, sea, bites",30,3,instructional_fishing,unique
title_de85d0cc60,Why Sea Fish Turn Off Without Warning,sea fishing,fishing,how_to,advanced,0.597,0.82,0.42,seed_expansion,"why, sea, fish, turn, off, without, warning",30,3,instructional_fishing,unique
title_ccc8d256a5,How to Fish Rocky Marks Safely from Shore,sea fishing,fishing,how_to,advanced,0.597,0.82,0.42,seed_expansion,"how, to, fish, rocky, marks, safely, from, shore",30,3,instructional_fishing,unique
title_55c4f7f848,The Cast Distance Myth in Saltwater Fishing,sea fishing,fishing,how_to,advanced,0.597,0.82,0.42,seed_expansion,"the, cast, distance, myth, in, saltwater, fishing",30,3,instructional_fishing,unique
title_f844a6433a,The Simple Shore Lunch Every Angler Should Try Once,catch and cook,fishing,explainer,beginner,0.597,0.62,0.42,seed_expansion,"the, simple, shore, lunch, every, angler, should, try",30,3,instructional_fishing,unique
title_95351b8939,How to Fillet a Fish Without Wasting Meat,catch and cook,fishing,explainer,beginner,0.597,0.62,0.42,seed_expansion,"how, to, fillet, a, fish, without, wasting, meat",30,3,instructional_fishing,unique
title_b7aa472da5,The Minimal Spice Kit for Fishing Trips,catch and cook,fishing,explainer,beginner,0.597,0.62,0.42,seed_expansion,"the, minimal, spice, kit, for, fishing, trips",30,3,instructional_fishing,unique
title_c9e39f7b79,The Biggest Fishing Myth That Still Fools Beginners,fishing myths,fishing,myth_busting,beginner,0.697,0.62,0.42,seed_expansion,"the, biggest, fishing, myth, that, still, fools, beginners",30,3,instructional_fishing,unique
title_8d22eceb6a,Why Bright Lures Do Not Always Mean More Bites,fishing myths,fishing,myth_busting,beginner,0.697,0.62,0.42,seed_expansion,"why, bright, lures, do, not, always, mean, more",30,3,instructional_fishing,unique
title_3d1f8113f9,The Moon Phase Myth Anglers Still Believe,fishing myths,fishing,myth_busting,beginner,0.697,0.62,0.42,seed_expansion,"the, moon, phase, myth, anglers, still, believe",30,3,instructional_fishing,unique
title_09784f8e22,Do Fish Really Stop Biting After Rain?,fishing myths,fishing,myth_busting,beginner,0.697,0.62,0.42,seed_expansion,"do, fish, really, stop, biting, after, rain",30,3,instructional_fishing,unique
title_4ca43cccb7,Can You Catch a Fish With Only One Lure All Day?,fishing challenges,fishing,challenge,intermediate,0.697,0.62,0.42,seed_expansion,"can, you, catch, a, fish, with, only, one",30,3,instructional_fishing,unique
title_7553436ada,The 30-Minute Challenge to Find Active Fish,fishing challenges,fishing,challenge,intermediate,0.697,0.62,0.42,seed_expansion,"the, 30, minute, challenge, to, find, active, fish",30,3,instructional_fishing,unique
title_54dd744999,Try This Lure-Only Bank Fishing Challenge,fishing challenges,fishing,challenge,intermediate,0.697,0.62,0.42,seed_expansion,"try, this, lure, only, bank, fishing, challenge",30,3,instructional_fishing,unique
title_3c6ebb02db,One Rod One Reel Fishing Challenge Rules,fishing challenges,fishing,challenge,intermediate,0.697,0.62,0.42,seed_expansion,"one, rod, reel, fishing, challenge, rules",30,3,instructional_fishing,unique
title_6c5dfd4631,The No-Bait Challenge That Tests Your Skill,fishing challenges,fishing,challenge,intermediate,0.697,0.62,0.42,seed_expansion,"the, no, bait, challenge, that, tests, your, skill",30,3,instructional_fishing,unique
