title_id,title,subtopic,category,intent,difficulty,estimated_viral_potential,educational_value,trend_score,source_provider,keywords,suggested_duration,suggested_clip_count,content_strategy,duplicate_status
title_fa4c9e079e,How to Level Up Your perfume Technique,advanced techniques,general,technique,advanced,0.597,0.82,0.42,seed_expansion,"how, to, level, up, your, perfume, technique",30,3,educational_tech,unique
title_decdc74c6b,What Changes When You Take perfume Seriously,advanced techniques,general,technique,advanced,0.597,0.82,0.42,seed_expansion,"what, changes, when, you, take, perfume, seriously",30,3,cinematic_narrative,unique
title_dc00fe921a,The perfume Strategy Experts Use Under Pressure,advanced techniques,general,technique,advanced,0.597,0.82,0.42,seed_expansion,"the, perfume, strategy, experts, use, under, pressure",30,3,cinematic_narrative,unique
title_999ea1477c,The Biggest perfume Myth Still Believed Today,myths debunked,general,myth_busting,beginner,0.697,0.62,0.42,seed_expansion,"the, biggest, perfume, myth, still, believed, today",30,3,journalistic,unique
title_50a302b760,Does perfume Really Work Like Everyone Says?,myths debunked,general,myth_busting,beginner,0.697,0.62,0.42,seed_expansion,"does, perfume, really, work, like, everyone, says",30,3,cinematic_narrative,unique
title_d5ea25e000,Why Popular perfume Advice Is Wrong,myths debunked,general,myth_busting,beginner,0.697,0.62,0.42,seed_expansion,"why, popular, perfume, advice, is, wrong",30,3,cinematic_narrative,unique
title_a52f3868f0,The perfume Rule You Should Stop Following,myths debunked,general,myth_busting,beginner,0.697,0.62,0.42,seed_expansion,"the, perfume, rule, you, should, stop, following",30,3,cinematic_narrative,unique
title_52d3339ffe,Try This perfume Hack Before Your Next Attempt,quick wins,general,explainer,beginner,0.597,0.62,0.42,seed_expansion,"try, this, perfume, hack, before, your, next, attempt",30,3,cinematic_narrative,unique
title_4f0687185a,The 30-Second perfume Tip That Saves Time,quick wins,general,explainer,beginner,0.597,0.62,0.42,seed_expansion,"the, 30, second, perfume, tip, that, saves, time",30,3,cinematic_narrative,unique
title_1205a28ab7,One Change That Improves perfume Immediately,quick wins,general,explainer,beginner,0.597,0.62,0.42,seed_expansion,"one, change, that, improves, perfume, immediately",30,3,cinematic_narrative,unique
title_477e2908e8,The Fastest Way to See Results in perfume,quick wins,general,explainer,beginner,0.597,0.62,0.42,seed_expansion,"the, fastest, way, to, see, results, in, perfume",30,3,cinematic_narrative,unique
title_d91b47b014,Can You Master perfume in One Day?,challenges,general,challenge,intermediate,0.697,0.62,0.42,seed_expansion,"can, you, master, perfume, in, one, day",30,3,cinematic_narrative,unique
title_2cb38ab79e,The perfume Challenge Nobody Talks About,challenges,general,challenge,intermediate,0.697,0.62,0.42,seed_expansion,"the, perfume, challenge, nobody, talks, about",30,3,cinematic_narrative,unique
