title_id,title,subtopic,category,intent,difficulty,estimated_viral_potential,educational_value,trend_score,source_provider,keywords,suggested_duration,suggested_clip_count,content_strategy,duplicate_status
title_4e41799f4f,Does laser cutting Really Work Like Everyone Says?,myths debunked,general,myth_busting,beginner,0.697,0.62,0.42,seed_expansion,"does, laser, cutting, really, work, like, everyone, says",30,3,cinematic_narrative,unique
title_c6feeb7d60,Why Popular laser cutting Advice Is Wrong,myths debunked,general,myth_busting,beginner,0.697,0.62,0.42,seed_expansion,"why, popular, laser, cutting, advice, is, wrong",30,3,cinematic_narrative,unique
title_239fa958e2,The laser cutting Rule You Should Stop Following,myths debunked,general,myth_busting,beginner,0.697,0.62,0.42,seed_expansion,"the, laser, cutting, rule, you, should, stop, following",30,3,cinematic_narrative,unique
title_cd497e24c4,Try This laser cutting Hack Before Your Next Attempt,quick wins,general,explainer,beginner,0.597,0.62,0.42,seed_expansion,"try, this, laser, cutting, hack, before, your, next",30,3,cinematic_narrative,unique
title_1cb462cf38,The 30-Second laser cutting Tip That Saves Time,quick wins,general,explainer,beginner,0.597,0.62,0.42,seed_expansion,"the, 30, second, laser, cutting, tip, that, saves",30,3,cinematic_narrative,unique
title_3bebdeadf6,One Change That Improves laser cutting Immediately,quick wins,general,explainer,beginner,0.597,0.62,0.42,seed_expansion,"one, change, that, improves, laser, cutting, immediately",30,3,cinematic_narrative,unique
title_3cfbd2ea49,The Fastest Way to See Results in laser cutting,quick wins,general,explainer,beginner,0.597,0.62,0.42,seed_expansion,"the, fastest, way, to, see, results, in, laser",30,3,cinematic_narrative,unique
title_54bc2620ca,Can You Master laser cutting in One Day?,challenges,general,challenge,intermediate,0.697,0.62,0.42,seed_expansion,"can, you, master, laser, cutting, in, one, day",30,3,cinematic_narrative,unique
title_35ae2b461a,The laser cutting Challenge Nobody Talks About,challenges,general,challenge,intermediate,0.697,0.62,0.42,seed_expansion,"the, laser, cutting, challenge, nobody, talks, about",30,3,cinematic_narrative,unique
title_4dbc2f8f5b,Try This laser cutting Test and See Your Level,challenges,general,challenge,intermediate,0.697,0.62,0.42,seed_expansion,"try, this, laser, cutting, test, and, see, your",30,3,cinematic_narrative,unique
title_73ff5bd6e9,One-Week laser cutting Improvement Challenge,challenges,general,challenge,intermediate,0.697,0.62,0.42,seed_expansion,"one, week, laser, cutting, improvement, challenge",30,3,cinematic_narrative,unique
title_4bdb149c22,Why best laser cutting tips is gaining traction via format gaining traction around topic: what shorts creators should know,trending angles,general,explainer,intermediate,0.8,0.62,1.0,mock_trend_provider,"why, best, laser, cutting, tips, is, gaining, traction",30,3,instructional_general,unique
title_c39513a217,how to laser cutting: the question people keep asking about topic angle gaining comments this week: what shorts creators should know,trending angles,general,explainer,intermediate,0.8,0.62,1.0,mock_trend_provider,"how, to, laser, cutting, the, question, people, keep",30,3,instructional_general,unique
title_f049de06f7,Why why laser cutting is trending is gaining traction via popular advice vs real results in topic: what shorts creators should know,trending angles,general,explainer,intermediate,0.8,0.62,1.0,mock_trend_provider,"why, laser, cutting, is, trending, gaining, traction, via",30,3,cinematic_narrative,unique
title_1ea500c091,laser cutting: what shorts creators should know,trending angles,general,explainer,intermediate,0.8,0.62,1.0,manual_seed,"laser, cutting, what, shorts, creators, should, know",30,3,cinematic_narrative,unique
title_2cd61491db,laser cutting for beginners: what shorts creators should know,trending angles,general,explainer,intermediate,0.8,0.62,1.0,mock_trend_provider,"laser, cutting, for, beginners, what, shorts, creators, should",30,3,cinematic_narrative,unique
